Artist (Ind.),total_chart_appearances,average_rank,best_rank,career_start,career_end,career_length_days,top_50_hits,top_50_rate
Takeoff,41,139.58536585365854,33,2017-12-22,2022-12-08,1812,1.0,0.024390243902439025
Tame Impala,385,172.47272727272727,47,2019-03-22,2022-09-12,1270,1.0,0.0025974025974025974
Tammi Terrell,4,123.5,85,2017-01-01,2018-07-04,549,0.0,0.0
Tanishk Bagchi,61,121.8688524590164,60,2021-08-16,2022-10-04,414,0.0,0.0
Tanna Leone,8,85.375,23,2022-05-13,2022-05-20,7,2.0,0.25
Tarcísio do Acordeon,169,140.5976331360947,61,2020-12-26,2022-02-27,428,0.0,0.0
Tarkan,1,117.0,117,2022-02-18,2022-02-18,0,0.0,0.0
Tate McRae,987,95.27456940222898,12,2020-07-11,2023-05-05,1028,243.0,0.24620060790273557
Tati Zaqui,33,164.78787878787878,107,2019-10-19,2020-01-01,74,0.0,0.0
Tay-K,72,140.23611111111111,111,2017-09-02,2017-11-12,71,0.0,0.0
Taylor Bennett,1,198.0,198,2019-07-27,2019-07-27,0,0.0,0.0
Taylor Swift,6285,94.48400954653938,1,2017-01-01,2023-05-29,2339,1791.0,0.28496420047732696
Taylour Paige,11,85.18181818181819,9,2022-05-13,2022-05-23,10,5.0,0.45454545454545453
Tayrone,1,141.0,141,2022-01-01,2022-01-01,0,0.0,0.0
Tchakabum,29,162.93103448275863,65,2022-12-06,2023-01-08,33,0.0,0.0
Tears For Fears,256,152.44140625,95,2022-05-31,2023-05-29,363,0.0,0.0
Teddy Geiger,1,200.0,200,2018-10-12,2018-10-12,0,0.0,0.0
Tedua,4,174.5,139,2019-01-04,2022-01-07,1099,0.0,0.0
Tee Grizzley,4,184.5,178,2018-03-09,2018-05-16,68,0.0,0.0
Teezo Touchdown,6,63.333333333333336,33,2021-06-25,2021-06-27,2,2.0,0.3333333333333333
Tego Calderon,12,133.58333333333334,83,2020-05-29,2020-07-20,52,0.0,0.0
Tems,268,88.38432835820896,5,2022-04-29,2023-02-10,287,77.0,0.2873134328358209
Teto,60,139.53333333333333,63,2021-10-01,2023-01-31,487,0.0,0.0
Th CDM,1,175.0,175,2021-05-01,2021-05-01,0,0.0,0.0
Thalia,134,113.82089552238806,62,2017-01-01,2019-01-01,730,0.0,0.0
The 1975,28,144.0,49,2018-06-01,2022-10-14,1596,1.0,0.03571428571428571
The Andrews Sisters,17,127.94117647058823,68,2017-12-24,2022-12-25,1827,0.0,0.0
The Beach Boys,69,115.21739130434783,27,2017-12-22,2022-12-26,1830,8.0,0.11594202898550725
The Beatles,1,184.0,184,2017-12-31,2017-12-31,0,0.0,0.0
The Black Keys,1,163.0,163,2019-03-08,2019-03-08,0,0.0,0.0
The Boy Next Door,103,106.06796116504854,42,2018-07-27,2018-12-31,157,17.0,0.1650485436893204
The Carters,74,97.6891891891892,33,2018-06-19,2018-08-30,72,23.0,0.3108108108108108
The Chainsmokers,4983,120.47060004013646,2,2017-01-01,2023-05-29,2339,933.0,0.1872366044551475
The Citizens of Halloween,8,110.25,28,2017-10-31,2022-11-01,1827,1.0,0.125
The Clash,2,161.0,161,2017-12-31,2018-01-01,1,0.0,0.0
The Commanders,4,153.75,131,2020-12-24,2022-12-25,731,0.0,0.0
The Cranberries,16,120.5625,33,2018-01-15,2020-10-31,1020,2.0,0.125
The Cratez,12,136.83333333333334,70,2019-09-27,2019-11-29,63,0.0,0.0
The Crypt-Kickers,11,105.54545454545455,30,2017-10-31,2022-11-01,1827,2.0,0.18181818181818182
The Dap-Kings Horns,1,99.0,99,2017-07-14,2017-07-14,0,0.0,0.0
The Flint Chozen Choir,3,175.0,162,2017-02-03,2017-02-05,2,0.0,0.0
The Fontane Sisters,256,112.0390625,26,2017-12-02,2022-12-26,1850,24.0,0.09375
The Game,17,77.47058823529412,13,2019-08-09,2022-01-28,903,7.0,0.4117647058823529
The Goo Goo Dolls,83,168.6867469879518,111,2017-02-14,2022-08-22,2015,0.0,0.0
The Harlem Community Choir,90,69.97777777777777,7,2017-11-26,2019-12-26,760,32.0,0.35555555555555557
The Jackson 5,134,124.26865671641791,26,2017-01-01,2022-12-26,2185,12.0,0.08955223880597014
The Kid LAROI,1541,60.43024010382868,1,2020-06-12,2023-05-29,1081,737.0,0.4782608695652174
The Killers,863,173.24101969872538,73,2017-01-02,2023-01-01,2190,0.0,0.0
The Lumineers,1,191.0,191,2022-01-14,2022-01-14,0,0.0,0.0
The Marías,119,108.3109243697479,20,2022-05-06,2022-09-04,121,11.0,0.09243697478991597
The Neighbourhood,1950,96.6651282051282,19,2020-08-17,2023-05-29,1015,526.0,0.26974358974358975
The Neptunes,16,122.6875,40,2020-09-04,2022-07-08,672,1.0,0.0625
The Night Game,14,81.14285714285714,44,2017-10-20,2017-11-02,13,1.0,0.07142857142857142
The Plastic Ono Band,90,69.97777777777777,7,2017-11-26,2019-12-26,760,32.0,0.35555555555555557
The Platters,1,195.0,195,2017-12-25,2017-12-25,0,0.0,0.0
The Plug,2,159.0,156,2022-02-06,2022-02-07,1,0.0,0.0
The Pogues,141,113.67375886524823,18,2017-12-01,2022-12-25,1850,16.0,0.11347517730496454
The Police,615,169.61626016260163,96,2019-02-14,2023-05-29,1565,0.0,0.0
The Puppini Sisters,7,119.14285714285714,81,2021-12-23,2022-12-25,367,0.0,0.0
The Rare Occasions,131,117.09923664122137,61,2021-11-15,2022-05-08,174,0.0,0.0
The Rolling Stones,2,176.0,154,2020-04-24,2021-08-25,488,0.0,0.0
The Ronettes,164,75.51829268292683,9,2017-12-22,2022-12-26,1830,65.0,0.39634146341463417
The Rudeboyz,27,179.11111111111111,144,2019-02-02,2019-03-02,28,0.0,0.0
The Script,34,176.2941176470588,145,2017-07-14,2017-10-11,89,0.0,0.0
The Strokes,7,145.0,86,2020-04-10,2020-04-11,1,0.0,0.0
The Temper Trap,7,173.57142857142858,148,2022-07-22,2022-07-28,6,0.0,0.0
The Vamps,174,86.79310344827586,21,2017-01-01,2017-07-17,197,76.0,0.4367816091954023
The Walters,549,96.39344262295081,18,2021-10-11,2023-05-21,587,148.0,0.26958105646630237
The Weeknd,10050,87.99930348258707,1,2017-01-01,2023-05-29,2339,3316.0,0.3299502487562189
The White Stripes,1,154.0,154,2021-07-11,2021-07-11,0,0.0,0.0
The tiol,1,186.0,186,2023-04-28,2023-04-28,0,0.0,0.0
The xx,37,139.35135135135135,62,2017-01-06,2017-01-24,18,0.0,0.0
The-Dream,8,149.75,119,2017-02-03,2018-06-18,500,0.0,0.0
Thiago Jhothan (TJ),11,152.0,122,2021-07-24,2021-08-28,35,0.0,0.0
Thiaguinho MT,26,160.42307692307693,96,2020-01-17,2020-02-25,39,0.0,0.0
Thirty Seconds To Mars,2,134.5,114,2017-08-25,2018-04-06,224,0.0,0.0
Thomas Gold,17,190.64705882352942,168,2017-02-01,2017-03-02,29,0.0,0.0
Thomas Rhett,92,168.83695652173913,99,2017-07-01,2018-04-25,298,0.0,0.0
Thurl Ravenscroft,7,138.14285714285714,107,2017-12-25,2022-12-25,1826,0.0,0.0
Thutmose,9,139.33333333333334,89,2019-11-11,2019-11-19,8,0.0,0.0
ThxSoMch,139,120.74820143884892,60,2022-11-02,2023-04-04,153,0.0,0.0
Tiago Doidão,1,65.0,65,2022-10-30,2022-10-30,0,0.0,0.0
Tiago PZK,563,110.6056838365897,19,2021-03-05,2022-08-20,533,46.0,0.08170515097690942
Tierry,1,92.0,92,2021-01-01,2021-01-01,0,0.0,0.0
Tim Berg,2,130.0,82,2018-04-21,2018-04-22,1,0.0,0.0
Timbaland,35,174.37142857142857,143,2020-10-20,2022-12-31,802,0.0,0.0
Tina Turner,62,146.09677419354838,32,2020-07-17,2023-05-26,1043,3.0,0.04838709677419355
Tinashe,1,157.0,157,2022-07-29,2022-07-29,0,0.0,0.0
Tion Wayne,117,93.58974358974359,14,2021-04-12,2021-07-26,105,38.0,0.3247863247863248
TisaKorean,5,169.8,122,2019-05-17,2019-05-23,6,0.0,0.0
Tiësto,1609,86.39838408949659,8,2017-01-13,2023-05-05,2303,522.0,0.32442510876320696
Tokischa,11,170.0909090909091,140,2021-10-01,2022-03-18,168,0.0,0.0
Tom Gregory,32,184.5625,156,2020-06-26,2020-08-15,50,0.0,0.0
Tom Grennan,111,141.981981981982,108,2021-04-30,2021-08-19,111,0.0,0.0
Tom Morello,3,157.0,138,2023-01-20,2023-01-27,7,0.0,0.0
Tom Odell,775,70.56258064516129,11,2021-04-08,2023-05-29,781,381.0,0.4916129032258065
Tom Petty,10,129.8,51,2017-10-03,2017-10-05,2,0.0,0.0
Tom Petty and the Heartbreakers,7,136.14285714285714,84,2017-10-03,2018-12-24,447,0.0,0.0
Tom Walker,153,157.81699346405227,79,2018-02-17,2019-05-09,446,0.0,0.0
Tomine Harket,97,109.58762886597938,63,2018-07-27,2018-11-01,97,0.0,0.0
Tones And I,1245,73.50682730923695,1,2019-07-18,2022-12-31,1262,559.0,0.44899598393574297
Tony Aguirre,25,178.0,124,2023-01-28,2023-05-07,99,0.0,0.0
Tony Bennett,34,125.17647058823529,41,2017-12-24,2022-12-25,1827,2.0,0.058823529411764705
Tony Dize,225,73.71111111111111,12,2022-05-06,2023-01-01,240,117.0,0.52
Tony Igy,51,137.1764705882353,99,2020-04-07,2020-06-06,60,0.0,0.0
Tony Williams,2,157.0,123,2018-06-16,2018-06-17,1,0.0,0.0
Topher Ngo,29,150.06896551724137,97,2022-03-19,2022-04-18,30,0.0,0.0
Topic,731,72.12585499316006,6,2020-03-21,2021-12-31,650,338.0,0.46238030095759236
Topo La Maskara,1,198.0,198,2020-01-01,2020-01-01,0,0.0,0.0
Tory Lanez,600,115.07333333333334,3,2018-02-23,2023-05-29,1921,120.0,0.2
Totoy El Frio,165,80.89696969696969,31,2021-05-10,2021-10-16,159,39.0,0.23636363636363636
Tove Lo,16,168.1875,103,2017-01-01,2019-05-31,880,0.0,0.0
Tove Styrke,1,198.0,198,2017-09-15,2017-09-15,0,0.0,0.0
Train,10,139.8,104,2018-12-24,2022-12-24,1461,0.0,0.0
Travis Barker,5,140.6,78,2019-06-21,2022-01-22,946,0.0,0.0
Travis Scott,6222,103.99951783992286,1,2017-01-01,2023-05-29,2339,1145.0,0.1840244294439087
Tre' Amani,1,195.0,195,2022-07-08,2022-07-08,0,0.0,0.0
Trei Degete,1,188.0,188,2021-11-17,2021-11-17,0,0.0,0.0
Trevor Daniel,557,70.76122082585279,5,2019-11-17,2021-05-02,532,232.0,0.41651705565529623
Trey Songz,149,132.59731543624162,101,2017-06-16,2017-11-14,151,0.0,0.0
TrifeDrew,2,101.0,69,2018-11-28,2018-11-29,1,0.0,0.0
Trinidad Cardona,81,79.71604938271605,31,2021-06-09,2021-08-28,80,30.0,0.37037037037037035
Trio Vegabajeño,2,79.0,34,2020-11-27,2020-11-28,1,1.0,0.5
Trippie Redd,508,129.8188976377953,14,2017-12-08,2023-01-24,1873,26.0,0.051181102362204724
Tropkillaz,61,139.95081967213116,43,2019-02-22,2019-05-04,71,1.0,0.01639344262295082
Troye Sivan,856,101.24883177570094,17,2017-05-26,2022-09-04,1927,227.0,0.2651869158878505
True Damage,9,139.33333333333334,89,2019-11-11,2019-11-19,8,0.0,0.0
Trueno,307,105.53420195439739,33,2020-07-24,2022-03-12,596,30.0,0.09771986970684039
Trío Los Josefinos,5,184.2,176,2018-08-01,2018-08-05,4,0.0,0.0
Tulus,33,91.87878787878788,37,2022-03-06,2022-04-17,42,9.0,0.2727272727272727
Tusse,1,153.0,153,2021-05-23,2021-05-23,0,0.0,0.0
Twenty One Pilots,987,134.59270516717325,24,2017-01-01,2021-05-27,1607,52.0,0.05268490374873354
Twice As Nice,2,172.5,148,2017-10-27,2017-10-30,3,0.0,0.0
Ty Dolla $ign,500,112.994,11,2017-06-16,2021-09-10,1547,87.0,0.174
Tyga,1120,101.23839285714286,5,2017-01-06,2022-03-25,1904,258.0,0.23035714285714284
Tyla Yaweh,26,84.0,52,2020-06-12,2020-08-28,77,0.0,0.0
Tyler Cole,221,85.28506787330316,23,2021-08-31,2022-04-18,230,78.0,0.35294117647058826
"Tyler, The Creator",665,104.71278195488722,5,2017-06-30,2023-05-29,2159,163.0,0.24511278195488723
U2,1,125.0,125,2017-09-08,2017-09-08,0,0.0,0.0
UZI,19,122.63157894736842,54,2021-04-26,2022-04-01,340,0.0,0.0
Udo Lindenberg,16,163.0625,110,2023-01-20,2023-02-06,17,0.0,0.0
Ufo361,99,152.2828282828283,51,2018-04-27,2021-03-19,1057,0.0,0.0
Ugly God,3,169.66666666666666,111,2017-01-21,2018-03-09,412,0.0,0.0
Ultimo,11,152.27272727272728,78,2019-02-06,2020-09-22,594,0.0,0.0
Usher,7,175.71428571428572,153,2018-12-24,2022-12-25,1462,0.0,0.0
V,381,141.74278215223097,17,2017-02-17,2022-08-10,2000,14.0,0.03674540682414698
VIC MENSA,1,177.0,177,2020-06-02,2020-06-02,0,0.0,0.0
VIZE,51,160.64705882352942,73,2020-01-31,2020-08-15,197,0.0,0.0
Valerie Broussard,29,115.86206896551724,53,2019-02-15,2020-05-29,469,0.0,0.0
Vampire Weekend,1,148.0,148,2019-01-25,2019-01-25,0,0.0,0.0
Van Halen,8,142.75,61,2020-10-06,2020-10-08,2,0.0,0.0
Vance Joy,842,156.81591448931115,83,2017-07-14,2023-05-29,2145,0.0,0.0
Vanessa Hudgens,56,125.01785714285714,98,2017-05-25,2017-07-22,58,0.0,0.0
Vanessa Paradis,1,170.0,170,2019-06-07,2019-06-07,0,0.0,0.0
Vargas & Lagola,24,97.625,17,2019-05-10,2019-06-06,27,3.0,0.125
Vedo,76,125.9342105263158,79,2020-09-09,2020-11-25,77,0.0,0.0
Vegedream,47,102.0,56,2021-06-16,2022-12-18,550,0.0,0.0
Veigh,6,177.16666666666666,149,2023-05-19,2023-05-29,10,0.0,0.0
Veysel,4,188.0,169,2018-09-21,2018-09-25,4,0.0,0.0
Vice,112,127.58035714285714,83,2017-01-01,2017-06-01,151,0.0,0.0
Vicente Fernández,3,148.66666666666666,135,2021-12-13,2021-12-13,0,0.0,0.0
Vicente Garcia,22,120.27272727272727,76,2021-10-24,2021-11-14,21,0.0,0.0
Vicetone,51,137.1764705882353,99,2020-04-07,2020-06-06,60,0.0,0.0
Victor Cardes,101,143.68316831683168,91,2019-07-14,2021-10-31,840,0.0,0.0
Victor Cibrian,28,172.17857142857142,118,2022-05-21,2022-07-10,50,0.0,0.0
Villano Antillano,100,88.49,39,2022-06-09,2022-09-17,100,11.0,0.11
Vince Guaraldi Trio,27,133.37037037037038,31,2017-12-03,2022-12-25,1848,1.0,0.037037037037037035
Vince Staples,21,123.76190476190476,58,2018-02-09,2023-03-31,1876,0.0,0.0
Vishal Dadlani,35,162.0,97,2022-12-26,2023-02-12,48,0.0,0.0
Vishal-Shekhar,35,162.0,97,2022-12-26,2023-02-12,48,0.0,0.0
Vitor Ferndes,26,145.0,82,2021-07-17,2021-09-19,64,0.0,0.0
Vulgo FK,39,153.89743589743588,88,2021-12-30,2022-02-27,59,0.0,0.0
Vundabar,41,150.8048780487805,109,2021-12-05,2022-03-02,87,0.0,0.0
Vybz Kartel,1,190.0,190,2020-07-24,2020-07-24,0,0.0,0.0
VÉRITÉ,9,188.44444444444446,168,2017-01-03,2017-01-24,21,0.0,0.0
WATT,1,184.0,184,2021-06-25,2021-06-25,0,0.0,0.0
WATTS,1,151.0,151,2021-03-12,2021-03-12,0,0.0,0.0
WILDBWOYS,23,126.8695652173913,67,2021-01-15,2021-02-06,22,0.0,0.0
WILLOW,497,93.53722334004024,23,2020-06-30,2022-09-13,805,104.0,0.20925553319919518
WIU,51,138.11764705882354,63,2022-04-04,2023-02-18,320,0.0,0.0
WOOSUNG,1,94.0,94,2023-04-21,2023-04-21,0,0.0,0.0
WOS,36,170.05555555555554,134,2019-08-12,2019-09-16,35,0.0,0.0
Walker Hayes,50,177.18,151,2021-07-24,2021-10-16,84,0.0,0.0
Wall Hein,11,106.27272727272727,79,2023-05-19,2023-05-29,10,0.0,0.0
Wallows,158,146.22784810126583,96,2020-06-18,2021-01-14,210,0.0,0.0
Walshy Fire,1,198.0,198,2020-01-01,2020-01-01,0,0.0,0.0
Wazir Patar,7,153.14285714285714,124,2022-05-30,2022-06-05,6,0.0,0.0
Wes,66,153.5,99,2020-07-09,2020-09-19,72,0.0,0.0
Wesley Safadão,141,135.81560283687944,58,2018-05-31,2023-04-09,1774,0.0,0.0
Wham!,283,41.48056537102474,2,2017-11-18,2022-12-31,1869,198.0,0.6996466431095406
Whitney Houston,404,116.48019801980197,25,2018-12-31,2023-01-01,1462,119.0,0.29455445544554454
WhoHeem,42,133.0952380952381,94,2020-08-31,2020-10-11,41,0.0,0.0
Why Don't We,152,158.2171052631579,102,2018-08-27,2019-11-14,444,0.0,0.0
Wiktoria,1,199.0,199,2017-03-11,2017-03-11,0,0.0,0.0
Wilbur Soot,3,175.33333333333334,156,2020-12-13,2020-12-15,2,0.0,0.0
Will Smith,118,145.6864406779661,71,2018-05-25,2018-12-29,218,0.0,0.0
William Singe,309,75.78964401294499,11,2017-05-05,2018-03-24,323,146.0,0.47249190938511326
Willow Sage Hart,130,107.93846153846154,56,2021-02-12,2021-08-04,173,0.0,0.0
Willy William,501,76.65469061876247,1,2017-06-30,2018-12-31,549,258.0,0.5149700598802395
Wind & Fire,43,140.93023255813952,50,2017-09-21,2022-12-31,1927,1.0,0.023255813953488372
Winona Oak,54,89.94444444444444,27,2018-12-14,2019-02-25,73,18.0,0.3333333333333333
Wisin,1574,101.80876747141042,7,2017-01-01,2021-10-02,1735,262.0,0.16645489199491742
Wisin & Yandel,459,124.5925925925926,55,2018-11-17,2023-03-11,1575,0.0,0.0
Wiz Khalifa,504,155.0,40,2017-08-11,2023-04-18,2076,1.0,0.001984126984126984
WizKid,767,123.88917861799217,5,2017-01-01,2021-09-06,1709,62.0,0.08083441981747067
Wizkid,245,169.23265306122448,140,2021-12-31,2023-05-29,514,0.0,0.0
Wizzard,14,119.28571428571429,60,2017-12-24,2022-12-25,1827,0.0,0.0
Wolfine,298,88.86577181208054,24,2017-12-20,2018-09-09,263,90.0,0.30201342281879195
Wolftyla,14,137.21428571428572,54,2020-08-28,2020-11-07,71,0.0,0.0
Wyclef Jean,13,162.92307692307693,129,2021-12-31,2023-01-28,393,0.0,0.0
XXXTENTACION,7341,116.08418471597875,1,2017-02-11,2023-04-24,2263,1271.0,0.17313717477182944
XYLØ,48,105.875,66,2017-01-01,2017-02-17,47,0.0,0.0
Xamã,104,78.16346153846153,26,2021-12-26,2022-04-21,116,40.0,0.38461538461538464
Xand Avião,74,165.22972972972974,50,2020-11-01,2023-01-01,791,1.0,0.013513513513513514
Y2K,392,68.92602040816327,4,2019-06-21,2020-07-20,395,173.0,0.4413265306122449
YBN hmir,99,156.83838383838383,105,2017-11-18,2018-04-25,158,0.0,0.0
YEON,80,119.2625,62,2022-06-24,2022-09-11,79,0.0,0.0
YG,308,114.62337662337663,33,2018-04-06,2023-03-31,1820,44.0,0.14285714285714285
YG Pablo,1,82.0,82,2021-04-29,2021-04-29,0,0.0,0.0
YNW Melly,737,102.87652645861601,18,2019-02-14,2020-07-10,512,177.0,0.24016282225237448
YOASOBI,44,110.47727272727273,78,2023-04-16,2023-05-29,43,0.0,0.0
YOVNGCHIMI,1,127.0,127,2022-11-04,2022-11-04,0,0.0,0.0
YTB Trench,1,109.0,109,2021-04-16,2021-04-16,0,0.0,0.0
YUNGBLUD,44,116.75,54,2019-02-15,2020-12-04,658,0.0,0.0
Yahritza Y Su Esencia,74,97.6891891891892,37,2022-03-26,2023-05-29,429,14.0,0.1891891891891892
Yandel,902,97.37139689578714,7,2017-04-22,2023-05-29,2228,152.0,0.16851441241685144
Yasiin Bey,7,84.28571428571429,49,2018-06-09,2018-06-15,6,1.0,0.14285714285714285
Yaviah,34,103.20588235294117,22,2020-02-29,2020-04-02,33,6.0,0.17647058823529413
Years & Years,88,131.3068181818182,59,2018-03-09,2018-09-04,179,0.0,0.0
Yeat,51,167.8235294117647,82,2022-03-07,2023-02-24,354,0.0,0.0
Yebba,20,111.7,16,2017-11-03,2021-09-11,1408,4.0,0.2
Yng Lvcas,147,72.0952380952381,2,2023-02-10,2023-05-29,108,68.0,0.46258503401360546
Yo Gotti,131,120.22137404580153,74,2017-07-26,2018-01-01,159,0.0,0.0
Yo-Yo Ma,1,184.0,184,2021-06-25,2021-06-25,0,0.0,0.0
Yohani,4,164.5,151,2022-10-01,2022-10-04,3,0.0,0.0
Yoko Ono,182,67.39010989010988,7,2017-11-26,2022-12-26,1856,69.0,0.3791208791208791
Youjeen,20,108.4,13,2022-12-02,2022-12-21,19,5.0,0.25
Young M.A,23,150.08695652173913,90,2017-01-01,2017-01-29,28,0.0,0.0
Young Miko,75,48.82666666666667,6,2023-03-11,2023-05-29,79,55.0,0.7333333333333333
Young Miles,1,143.0,143,2020-10-02,2020-10-02,0,0.0,0.0
Young Nudy,11,87.81818181818181,31,2022-12-02,2022-12-13,11,4.0,0.36363636363636365
Young Sinatra,7,101.14285714285714,55,2018-03-09,2018-03-15,6,0.0,0.0
Young Stoner Life,94,120.7872340425532,17,2018-08-17,2021-06-23,1041,9.0,0.09574468085106383
Young T & Bugsey,3,189.33333333333334,186,2020-05-07,2020-05-20,13,0.0,0.0
Young Thug,1729,98.66165413533835,2,2017-01-01,2023-05-29,2339,495.0,0.28629265471370735
YoungBoy Never Broke Again,66,147.3939393939394,13,2018-03-09,2023-02-24,1813,4.0,0.06060606060606061
Yung Gravy,98,103.27551020408163,64,2022-07-06,2022-10-11,97,0.0,0.0
Yung Kayo,2,101.0,57,2021-04-16,2021-04-17,1,0.0,0.0
Yung Lean,52,86.07692307692308,38,2022-01-26,2022-03-18,51,12.0,0.23076923076923078
Yuri Redicopa,14,169.78571428571428,117,2023-01-14,2023-02-18,35,0.0,0.0
Yuridia,88,162.7840909090909,86,2022-11-10,2023-03-11,121,0.0,0.0
ZAYN,1185,91.71898734177215,2,2017-01-01,2021-02-04,1495,339.0,0.28607594936708863
Zac Brown Band,1,149.0,149,2021-07-04,2021-07-04,0,0.0,0.0
Zac Efron,346,117.1907514450867,18,2017-12-29,2019-01-14,381,50.0,0.14450867052023122
Zacari,12,159.25,108,2018-02-09,2018-02-21,12,0.0,0.0
Zach Bryan,216,128.07407407407408,53,2022-09-06,2023-05-11,247,0.0,0.0
Zack De La Rocha,1,111.0,111,2020-06-05,2020-06-05,0,0.0,0.0
Zak Abel,12,136.16666666666666,61,2020-04-17,2020-06-01,45,0.0,0.0
Zara Larsson,589,119.94736842105263,26,2017-01-01,2022-09-23,2091,118.0,0.200339558573854
Zay Hilfigerrr,33,135.75757575757575,74,2017-01-01,2017-02-12,42,0.0,0.0
Zayion McCall,33,135.75757575757575,74,2017-01-01,2017-02-12,42,0.0,0.0
Zedd,1640,95.8219512195122,5,2017-01-01,2020-07-17,1293,453.0,0.276219512195122
Zeeba,231,98.42424242424242,26,2017-01-01,2017-08-26,237,60.0,0.2597402597402597
Zendaya,460,113.32173913043478,13,2017-12-29,2022-04-07,1560,73.0,0.15869565217391304
Zhavia Ward,86,105.11627906976744,40,2019-05-10,2019-08-05,87,8.0,0.09302325581395349
Zion,408,117.98039215686275,50,2018-07-24,2020-08-04,742,1.0,0.0024509803921568627
Zion & Lennox,1353,110.9320029563932,18,2017-01-01,2022-08-21,2058,103.0,0.07612712490761271
Ziv Zaifman,79,135.9240506329114,81,2018-01-02,2018-04-03,91,0.0,0.0
Zoe Nash,2,174.0,148,2017-11-17,2017-12-15,28,0.0,0.0
Zoe Wees,10,183.7,167,2020-06-18,2021-04-01,287,0.0,0.0
Zu,12,159.83333333333334,82,2018-12-21,2020-04-02,468,0.0,0.0
Zé Felipe,232,131.61206896551724,19,2021-01-01,2023-04-09,828,3.0,0.01293103448275862
Zé Neto & Cristiano,174,155.0344827586207,81,2018-03-31,2023-05-28,1884,0.0,0.0
Zé Vaqueiro,1,115.0,115,2021-01-01,2021-01-01,0,0.0,0.0
a-ha,91,166.54945054945054,98,2018-08-18,2023-05-29,1745,0.0,0.0
aespa,21,136.9047619047619,75,2021-05-18,2023-05-09,721,0.0,0.0
alt-J,1,178.0,178,2017-03-31,2017-03-31,0,0.0,0.0
anders,14,172.64285714285714,150,2018-10-02,2018-10-18,16,0.0,0.0
anees,6,192.83333333333334,187,2022-04-26,2022-05-04,8,0.0,0.0
badmómzjay,23,126.8695652173913,67,2021-01-15,2021-02-06,22,0.0,0.0
bbno$,587,87.46848381601363,4,2019-06-21,2022-01-28,952,173.0,0.29471890971039183
beabadoobee,561,69.48841354723707,4,2020-02-14,2023-02-23,1105,241.0,0.4295900178253119
benny blanco,949,83.21601685985247,3,2018-07-13,2022-09-29,1539,316.0,0.3329820864067439
bj wnjn,3,130.33333333333334,99,2022-09-01,2022-09-03,2,0.0,0.0
blackbear,930,116.02258064516128,9,2017-04-08,2022-05-27,1875,156.0,0.16774193548387098
blink-182,4,136.75,42,2019-09-20,2022-10-17,1123,1.0,0.25
cakal,20,132.55,80,2021-10-29,2022-05-04,187,0.0,0.0
carolesdaughter,1,144.0,144,2021-01-21,2021-01-21,0,0.0,0.0
cho,536,120.56156716417911,52,2017-03-07,2018-04-21,410,0.0,0.0
d4vd,483,46.975155279503106,13,2022-09-04,2023-05-29,267,325.0,0.6728778467908902
dazy,325,98.9723076923077,27,2022-04-24,2023-05-29,400,121.0,0.3723076923076923
dhruv,113,112.57522123893806,61,2021-07-05,2021-10-27,114,0.0,0.0
dvsn,1,159.0,159,2021-07-02,2021-07-02,0,0.0,0.0
eleck,1,179.0,179,2022-12-24,2022-12-24,0,0.0,0.0
girl in red,71,147.19718309859155,52,2021-10-01,2022-11-13,408,0.0,0.0
glaive,1,194.0,194,2022-06-10,2022-06-10,0,0.0,0.0
gnash,120,140.60833333333332,62,2017-01-01,2017-05-11,130,0.0,0.0
grandson,8,189.75,176,2020-11-01,2020-11-18,17,0.0,0.0
iann dior,144,135.73611111111111,74,2020-06-29,2022-05-01,671,0.0,0.0
j-hope,94,94.46808510638297,9,2018-03-02,2023-04-22,1877,23.0,0.24468085106382978
jxdn,4,169.25,151,2020-05-19,2020-05-22,3,0.0,0.0
kai,40,176.65,130,2017-01-01,2017-02-16,46,0.0,0.0
mc jhenny,31,164.74193548387098,65,2021-07-10,2023-01-08,547,0.0,0.0
omi Scott,15,180.2,156,2019-06-09,2019-07-07,28,0.0,0.0
paopao,1,122.0,122,2022-11-04,2022-11-04,0,0.0,0.0
salem ilese,96,92.30208333333333,40,2020-09-04,2021-02-19,168,10.0,0.10416666666666667
sangiovanni,58,122.94827586206897,68,2021-05-14,2022-02-07,269,0.0,0.0
shadowraze,2,179.5,175,2022-03-04,2022-03-05,1,0.0,0.0
southstar,25,136.4,69,2022-10-10,2022-11-03,24,0.0,0.0
sped up 8282,23,150.1304347826087,98,2023-04-29,2023-05-21,22,0.0,0.0
sped up nightcore,92,107.04347826086956,42,2023-02-13,2023-05-18,94,9.0,0.09782608695652174
talia Lafourcade,1,200.0,200,2020-01-01,2020-01-01,0,0.0,0.0
tha Supreme,51,131.94117647058823,56,2019-07-05,2020-01-23,202,0.0,0.0
thasup,6,152.33333333333334,90,2022-01-07,2022-07-18,192,0.0,0.0
twocolors,12,183.41666666666666,134,2020-08-07,2020-12-31,146,0.0,0.0
zzoilo,315,105.67619047619047,30,2021-08-30,2022-08-25,360,79.0,0.2507936507936508
Ángela Aguilar,101,161.04950495049505,86,2020-11-17,2023-03-11,844,0.0,0.0
Ñengo Flow,566,85.02296819787986,7,2020-02-29,2023-05-13,1169,165.0,0.2915194346289753
